Criteria,City,Week,Value
К3,Новосибирск,Н46,1.588
К3,Новосибирск,Н47,1.522
К3,Новосибирск,Н48,1.518
К3,Новосибирск,Н49,1.481
К3,Новосибирск,Н50,1.683
К3,Новосибирск,Н51,1.223
К3,Новосибирск,Н52,1.356
К4,Новосибирск,Н1,4.217
К4,Новосибирск,Н2,3.891
К4,Новосибирск,Н3,3.312
К4,Новосибирск,Н4,2.587
К4,Новосибирск,Н5,2.644
К4,Новосибирск,Н6,2.535
К4,Новосибирск,Н7,2.904
К4,Новосибирск,Н8,3.046
К4,Новосибирск,Н9,2.792
К4,Новосибирск,Н10,2.762
К4,Новосибирск,Н11,3.026
К4,Новосибирск,Н12,3.214
К4,Новосибирск,Н13,3.219
К4,Новосибирск,Н14,2.805
К4,Новосибирск,Н15,3.545
К4,Новосибирск,Н16,2.995
К4,Новосибирск,Н17,3.103
К4,Новосибирск,Н18,3.054
К4,Новосибирск,Н19,3.173
К4,Новосибирск,Н20,3.501
К4,Новосибирск,Н21,3.712
К4,Новосибирск,Н22,3.715
К4,Новосибирск,Н23,3.785
К4,Новосибирск,Н24,3.972
К4,Новосибирск,Н25,3.752
К4,Новосибирск,Н26,3.637
К4,Новосибирск,Н27,3.676
К4,Новосибирск,Н28,3.606
К4,Новосибирск,Н29,3.928
К4,Новосибирск,Н30,3.931
К4,Новосибирск,Н31,4.411
К4,Новосибирск,Н32,4.391
К4,Новосибирск,Н33,4.458
К4,Новосибирск,Н34,4.971
К4,Новосибирск,Н35,4.775
К4,Новосибирск,Н36,4.925
К4,Новосибирск,Н37,4.732
К4,Новосибирск,Н38,5.217
К4,Новосибирск,Н39,5.208
К4,Новосибирск,Н40,4.975
К4,Новосибирск,Н41,4.347
К4,Новосибирск,Н42,3.806
К4,Новосибирск,Н43,3.105
К4,Новосибирск,Н44,5.194
К4,Новосибирск,Н45,5.444
К4,Новосибирск,Н46,5.131
К4,Новосибирск,Н47,5.401
К4,Новосибирск,Н48,5.218
К4,Новосибирск,Н49,4.823
К4,Новосибирск,Н50,4.619
К4,Новосибирск,Н51,4.659
К4,Новосибирск,Н52,4.194
К5,Новосибирск,Н1,4.017
К5,Новосибирск,Н2,4.148
К5,Новосибирск,Н3,4.769
К5,Новосибирск,Н4,5.286
К5,Новосибирск,Н5,5.444
К5,Новосибирск,Н6,5.019
К5,Новосибирск,Н7,4.88
К5,Новосибирск,Н8,4.124
К5,Новосибирск,Н9,3.34
К5,Новосибирск,Н10,3.69
К5,Новосибирск,Н11,3.898
К5,Новосибирск,Н12,3.83
К5,Новосибирск,Н13,3.261
К5,Новосибирск,Н14,2.893
К5,Новосибирск,Н15,3.567
К5,Новосибирск,Н16,2.655
К5,Новосибирск,Н17,2.581
К5,Новосибирск,Н18,2.742
К5,Новосибирск,Н19,2.516
К5,Новосибирск,Н20,2.689
К5,Новосибирск,Н21,2.601
К5,Новосибирск,Н22,2.508
К5,Новосибирск,Н23,2.748
К5,Новосибирск,Н24,2.822
К5,Новосибирск,Н25,2.859
К5,Новосибирск,Н26,2.962
К5,Новосибирск,Н27,3.476
К5,Новосибирск,Н28,3.167
К5,Новосибирск,Н29,3.719
К5,Новосибирск,Н30,3.463
К5,Новосибирск,Н31,4.504
К5,Новосибирск,Н32,4.48
К5,Новосибирск,Н33,4.955
К5,Новосибирск,Н34,4.669
К5,Новосибирск,Н35,4.893
К5,Новосибирск,Н36,5.067
К5,Новосибирск,Н37,5.112
К5,Новосибирск,Н38,5.026
К5,Новосибирск,Н39,5.145
К5,Новосибирск,Н40,4.327
К5,Новосибирск,Н41,4.016
К5,Новосибирск,Н42,3.306
К5,Новосибирск,Н43,2.326
К5,Новосибирск,Н44,4.008
К5,Новосибирск,Н45,5.138
К5,Новосибирск,Н46,5.329
К5,Новосибирск,Н47,6.017
К5,Новосибирск,Н48,6.031
К5,Новосибирск,Н49,5.509
К5,Новосибирск,Н50,4.744
К5,Новосибирск,Н51,4.143
К5,Новосибирск,Н52,4.271
К6,Новосибирск,Н1,0.044
К6,Новосибирск,Н2,0.026
К6,Новосибирск,Н3,0.031
К6,Новосибирск,Н4,0.01
К6,Новосибирск,Н5,0.038
К6,Новосибирск,Н6,0.038
К6,Новосибирск,Н7,0.022
К6,Новосибирск,Н8,0.014
К6,Новосибирск,Н9,0.022
К6,Новосибирск,Н10,0.019
К6,Новосибирск,Н11,0.018
К6,Новосибирск,Н12,0.04
К6,Новосибирск,Н13,0.042
К6,Новосибирск,Н14,0.055
К6,Новосибирск,Н15,0.037
К6,Новосибирск,Н16,0.037
К6,Новосибирск,Н17,0.025
К6,Новосибирск,Н18,0.04
К6,Новосибирск,Н19,0.033
К6,Новосибирск,Н20,0.064
К6,Новосибирск,Н21,0.039
К6,Новосибирск,Н22,0.046
К6,Новосибирск,Н23,0.042
К6,Новосибирск,Н24,0.044
К6,Новосибирск,Н25,0.026
К6,Новосибирск,Н26,0.073
К6,Новосибирск,Н27,0.055
К6,Новосибирск,Н28,0.065
К6,Новосибирск,Н29,0.032
К6,Новосибирск,Н30,0.073
К6,Новосибирск,Н31,0.038
К6,Новосибирск,Н32,0.056
К6,Новосибирск,Н33,0.039
К6,Новосибирск,Н34,0.067
К6,Новосибирск,Н35,0.063
К6,Новосибирск,Н36,0.022
К6,Новосибирск,Н37,0.045
К6,Новосибирск,Н38,0.066
К6,Новосибирск,Н39,0.065
К6,Новосибирск,Н40,0.063
К6,Новосибирск,Н41,0.047
К6,Новосибирск,Н42,0.04
К6,Новосибирск,Н43,0.015
К6,Новосибирск,Н44,0.014
К6,Новосибирск,Н45,0.078
К6,Новосибирск,Н46,0.06
К6,Новосибирск,Н47,0.046
К6,Новосибирск,Н48,0.051
К6,Новосибирск,Н49,0.066
К6,Новосибирск,Н50,0.055
К6,Новосибирск,Н51,0.047
К6,Новосибирск,Н52,0.052

